Title,Location,Price,Bedrooms,Bathrooms,URL
2 Bedroom Apartments,Durosimi Etti Lekki Phase 1 Lekki Lagos,"₦ 250,000,000",2,3,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-durosimi-etti-lekki-phase-1-lekki-lagos-4NHFB
4 Bedroom Fully Detached Duplex With Bq,Magodo Phase 1 Ojodu Lagos,"₦ 450,000,000",0,0,https://propertypro.ng/property/house-for-sale-magodo-phase-1-ojodu-lagos-1NSEW
Newly Built 4 Bedroom Terraced Duplex With Bq,Ikeja Lagos,"₦ 250,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-ikeja-lagos-0NRQF
Block Of Flats,Kosofe Ikosi Lagos,"₦ 450,000,000",0,0,https://propertypro.ng/property/house-for-sale-kosofe-ikosi-lagos-4NSPH
New 5 Bedroom Terrace Duplex + Bq,Shonibare Estate Maryland Lagos,"₦ 380,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-shonibare-estate-maryland-lagos-1NSLX
6 Bedroom Fully Detached Duplex With Bq,Omole Phase 1 Ojodu Lagos,"₦ 850,000,000",6,0,https://propertypro.ng/property/6-bedroom-house-for-sale-omole-phase-1-ojodu-lagos-1NSLY
Block Of Flats,Ojodu Lagos,"₦ 220,000,000",0,0,https://propertypro.ng/property/house-for-sale-ojodu-lagos-6NSBZ
Block Of Flats,Ogba Lagos,"₦ 300,000,000",0,0,https://propertypro.ng/property/house-for-sale-ogba-lagos-7NRTN
4 Bedroom Semi Detached Duplex,Maryland Lagos,"₦ 260,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-maryland-lagos-7NSFU
5 Bedroom Fully Detached Duplex With Bq,Adeniyi Jones Ikeja Lagos,"₦ 700,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-adeniyi-jones-ikeja-lagos-6NSFB
5 Bedroom Detached Duplex,Lekki Phase 1 Lekki Lagos,"₦ 980,000,000",5,6,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-1NVDC
Newly Built 4 Bedroom Semi Detached Duplex With A Bq,"Oko Oba, Abule Egba Lagos","₦ 250,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-oko-oba-abule-egba-lagos-0NSCC
Mixed Use Building,Victoria Island Lagos,"$ 17,000,000",0,0,https://propertypro.ng/property/house-for-sale-victoria-island-lagos-4NSBX
7 Bedroom Mansion,Ikeja Gra Ikeja Lagos,"₦ 1,800,000,000",7,0,https://propertypro.ng/property/7-bedroom-house-for-sale-ikeja-gra-ikeja-lagos-8NSKL
Block 4 Flats,Ajao Estate Isolo Lagos,"₦ 250,000,000",0,0,https://propertypro.ng/property/house-for-sale-ajao-estate-isolo-lagos-1NSHK
3 Bedroom Semi Detached Duplex,Kay Farm Estate Ogba Lagos,"₦ 140,000,000",3,0,https://propertypro.ng/property/3-bedroom-house-for-sale-kay-farm-estate-ogba-lagos-2NSEV
3200sqm Land,Ikeja Gra Ikeja Lagos,"₦ 1,300,000/sqm",0,0,https://propertypro.ng/property/land-for-sale-ikeja-gra-ikeja-lagos-1NRQG
5 Bedroom Terraced Duplex,Opebi Ikeja Lagos,"₦ 340,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-opebi-ikeja-lagos-2NRQJ
5 Bedroom Fully Detached Duplex With Bq,Magodo Gra Phase 2 Kosofe Ikosi Lagos,"₦ 800,000,000",0,0,https://propertypro.ng/property/house-for-sale-magodo-gra-phase-2-kosofe-ikosi-lagos-4NRWW
2 Units Of 5 Bedroom Detached Duplex With Bq,Omole Phase 2 Ojodu Lagos,"₦ 12,000,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-omole-phase-2-ojodu-lagos-4NSBZ
6 Bedroom Duplex,Orisunbare Alimosho Lagos,"₦ 270,000,000",6,0,https://propertypro.ng/property/6-bedroom-house-for-sale-orisunbare-alimosho-lagos-8NSET
4 Bedroom Bungalow,Auwon Area Ojodu Lagos,"₦ 65,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-auwon-area-ojodu-lagos-8NSMZ
Newly Built 4 Bedroom Penthouse With Bq,Victoria Island Lagos,"₦ 1,000,000,000",4,4,https://propertypro.ng/property/4-bedroom-flat-apartment-for-sale-victoria-island-lagos-8NRBF
3 Bedroom Flats,"Awuse Estate, Opebi Ikeja Lagos","₦ 155,000,000",3,0,https://propertypro.ng/property/3-bedroom-house-for-sale-awuse-estate-opebi-ikeja-lagos-6NSHM
4 Bedroom Semi Detached Duplex With Bq,"Off College Road, Ogba Lagos","₦ 250,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-off-college-road-ogba-lagos-6NRMS
4 Bedroom Fully Detached Duplex With Bq,Magodo Phase 1 Ojodu Lagos,"₦ 450,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-magodo-phase-1-ojodu-lagos-7NSLW
Newly Built 4 Bedroom Duplex,Kay Farm Estate Ogba Lagos,"₦ 250,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-kay-farm-estate-ogba-lagos-5NSFA
4 Bedroom Semi Detached Duplex With Bq,Mende Maryland Lagos,"₦ 280,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-mende-maryland-lagos-0NRWX
Block Of Flats,Ogba Lagos,"₦ 300,000,000",0,0,https://propertypro.ng/property/house-for-sale-ogba-lagos-1NRTP
Newly Built 3 Bedroom Flat,Allen Avenue Ikeja Lagos,"₦ 185,000,000",3,0,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-allen-avenue-ikeja-lagos-9NSFC
4 Bedroom Fully Detached Duplex With Bq,Omole Phase 1 Ojodu Lagos,"₦ 500,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-omole-phase-1-ojodu-lagos-8NSFU
5 Bedroom Fully Detached Duplex With Bq,Opebi Ikeja Lagos,"₦ 520,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-opebi-ikeja-lagos-7NRUM
5 Bedroom Fully Detached Duplex With Bq,Lekki Phase 1 Lekki Lagos,"₦ 750,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-0NVZL
5 Bedrooms Fully Detached Duplex,Ikeja Gra Ikeja Lagos,"₦ 1,200,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-ikeja-gra-ikeja-lagos-4NSKQ
5 Bedroom Terrace Duplex + Bq,Shonibare Estate Maryland Lagos,"₦ 380,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-shonibare-estate-maryland-lagos-2NSFU
2 Storey Building,Satellite Town Amuwo Odofin Lagos,"₦ 160,000,000",0,0,https://propertypro.ng/property/house-for-sale-satellite-town-amuwo-odofin-lagos-5NRTD
5 Bedroom Fully Detached Duplex Plus Bq,Opebi Ikeja Lagos,"₦ 520,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-opebi-ikeja-lagos-9NSKN
Newly Built 4 Bedroom Duplex With Bq,Egbeda Alimosho Lagos,"₦ 300,000,000",0,0,https://propertypro.ng/property/house-for-sale-egbeda-alimosho-lagos-9NSEY
5 Bedroom Detached Duplex With Bq,Magodo Phase 2 Ojodu Lagos,"₦ 500,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-magodo-phase-2-ojodu-lagos-5NSFC
New 5 Bedroom Terraced Duplex With Bq,Shonibare Estate Maryland Lagos,"₦ 380,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-shonibare-estate-maryland-lagos-8NRUL
4 Plots Of Land,"Facing Lagos Abeokuta Express Way, Abule Egba Lagos","₦ 1,000,000,000",0,0,https://propertypro.ng/property/house-for-sale-facing-lagos-abeokuta-express-way-abule-egba-lagos-8NRQJ
Newly Built 6 Units Of 2 Bedroom Flat,Ojodu Lagos,"₦ 220,000,000",0,0,https://propertypro.ng/property/house-for-sale-ojodu-lagos-1NSET
Brand New 3 Bedroom Flat,Allen Avenue Ikeja Lagos,"₦ 185,000,000",3,0,https://propertypro.ng/property/3-bedroom-house-for-sale-allen-avenue-ikeja-lagos-5NSEV
2 Bedroom Apartment,Ikeja Lagos,"₦ 190,000,000",2,0,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikeja-lagos-0NRUQ
4 Bedroom Semi Detached Duplex,Ajah Lagos,"₦ 150,000,000",4,5,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-2NWMN
4 Bedroom Terrace Duplex,Ikota Lekki Lagos,"₦ 145,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-5NSNB
4 Bedroom Fully Detached Duplex With Bq,Ajah Lagos,"₦ 220,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-ajah-lagos-4NSCA
Automated 4 Bedroom Fully Detached Duplex With Bq,Ikotun Igando Lagos,"₦ 450,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-ikotun-igando-lagos-3NSEW
Block Of 4 Flats,Ajao Estate Isolo Lagos,"₦ 250,000,000",0,0,https://propertypro.ng/property/house-for-sale-ajao-estate-isolo-lagos-6NRTP
5 Bedroom Fully Detached House With Bq,Adeniyi Jones Ikeja Lagos,"₦ 700,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-adeniyi-jones-ikeja-lagos-1NSKQ
Newly Built 4 Bedroom Duplex,Adeniyi Jones Ikeja Lagos,"₦ 480,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-adeniyi-jones-ikeja-lagos-0NRUP
2 Storey Building,Satellite Town Amuwo Odofin Lagos,"₦ 160,000,000",0,0,https://propertypro.ng/property/house-for-sale-satellite-town-amuwo-odofin-lagos-1NSHM
10 Floors Building,Victoria Island Lagos,"₦ 25,000,000,000",0,0,https://propertypro.ng/property/house-for-sale-victoria-island-lagos-4NSBY
New 3 Bedroom Flat,Abule Egba Lagos,"₦ 70,000,000",3,0,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-abule-egba-lagos-7NSCC
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 230,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-3NPMF
Newly Built 5 Bedroom Fully Detached Duplex With Bq,Ikeja Lagos,"₦ 340,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-ikeja-lagos-2NRWU
6 Units Of 2 Bedroom Flat,Ikeja Lagos,"₦ 450,000,000",0,0,https://propertypro.ng/property/house-for-sale-ikeja-lagos-2NSPH
5 Bedroom Fully Detached Duplex With 2 Bedroom Flat,Gemade Estate Egbeda Alimosho Lagos,"₦ 320,000,000",0,0,https://propertypro.ng/property/house-for-sale-gemade-estate-egbeda-alimosho-lagos-6NSEZ
Newly Built 4 Bedroom Terraced Duplex,Surulere Lagos,"₦ 200,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-surulere-lagos-5NRQH
Commercial Property,Marina Lagos Island Lagos,"₦ 12,000,000,000",0,0,https://propertypro.ng/property/commercial-property-for-sale-marina-lagos-island-lagos-9NSBY
Newly Built 4 Bedroom Semi Detached Duplex With Bq,Omole Phase 2 Ojodu Lagos,"₦ 380,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-omole-phase-2-ojodu-lagos-9NSCA
3 Bedroom Flat,Alausa Ikeja Lagos,"₦ 250,000,000",3,0,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-alausa-ikeja-lagos-8NSKQ
5 Bedroom Semi Detached Duplex With Bq,Omole Phase 1 Ojodu Lagos,"₦ 470,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-omole-phase-1-ojodu-lagos-7NRWV
14 Units Of 2/3 Bedroom Apartment,Gbagada Lagos,"₦ 600,000,000",0,0,https://propertypro.ng/property/house-for-sale-gbagada-lagos-9NRTP
5 Bedroom Fully Detached Duplex,Ikeja Gra Ikeja Lagos,"₦ 1,100,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-ikeja-gra-ikeja-lagos-5NSKP
4 Bedroom Detached Bungalow,Magboro Ojodu Lagos,"₦ 55,000,000",0,0,https://propertypro.ng/property/house-for-sale-magboro-ojodu-lagos-2NRTB
Offplan 2 Bedroom Apartment In Victoria Island,Victoria Island Lagos,"₦ 117,450,000/year",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-victoria-island-lagos-4NXUD
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 300,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-0NXAJ
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 290,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-6NXAJ
4 Bedroom Semi Detached Duplex,Ikate Lekki Lagos,"₦ 300,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-0NVLE
2 Bedroom Apartment,Oniru Victoria Island Lagos,"₦ 305,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-oniru-victoria-island-lagos-7NWVG
5 Bedroom Detached Duplex,Ikate Lekki Lagos,"₦ 550,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-9NWHG
4 Bedroom Terrace Duplex,Orchid Lekki Lagos,"₦ 120,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-1NWXL
Land,Airport Road(ikeja) Ikeja Lagos,"₦ 1,600,000,000",0,0,https://propertypro.ng/property/commercial-property-for-sale-airport-roadikeja-ikeja-lagos-3NVQA
4 Bedroom Semi Detached Duplex,Ado Road Ajah Lagos,"₦ 155,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ado-road-ajah-lagos-4NVKQ
4 Bedroom Semi Detached Duplex,Ado Road Ajah Lagos,"₦ 155,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ado-road-ajah-lagos-6NVKQ
4 Bedroom Maisonette With Bq,Alex Ibru Street Guzape Abuja,"₦ 280,000,000",4,5,https://propertypro.ng/property/4-bedroom-house-for-sale-alex-ibru-street-guzape-abuja-0NQHM
5 Bedroom Detached Duplex,Ajah Lagos,"₦ 280,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ajah-lagos-8NXCR
4 Bedroom Terrace Duplex,Ikota Lekki Lagos,"₦ 100,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-8NWNL
2 Bedroom Apartment,Oniru Victoria Island Lagos,"₦ 290,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-oniru-victoria-island-lagos-9NWVG
4 Bedroom Penthouse With Bq,Lekki Phase 1 Lekki Lagos,"₦ 580,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-3NXDA
4 Bedroom Terrace Duplex,Orchid Lekki Lagos,"₦ 120,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-4NWXL
4 Bedroom Terrace Duplex,Orchid Lekki Lagos,"₦ 120,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-2NWXL
5 Bedroom Semi Detached Duplex,Ikate Lekki Lagos,"₦ 280,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-1NVQP
4 Bedroom Semi Detached Duplex,Ado Road Ajah Lagos,"₦ 155,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ado-road-ajah-lagos-9NVKQ
5 Bedroom Fully Detached Duplex,Orchid Road Lekki Lagos,"₦ 750,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-road-lekki-lagos-1NVXW
5 Bedroom Semi Detached Duplex,Banana Island Ikoyi Lagos,"$ 5,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-banana-island-ikoyi-lagos-9NVXH
4 Bedroom Detached Duplex,Ikota Lekki Lagos,"₦ 300,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikota-lekki-lagos-8NXCZ
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 230,000,000",3,3,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-3NPMF
Land,Chevron Lekki Lagos,"₦ 450,000,000",0,0,https://propertypro.ng/property/land-for-sale-chevron-lekki-lagos-5NVXW
4 Bedroom Semi Detached Duplex,Ado Road Ajah Lagos,"₦ 155,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ado-road-ajah-lagos-2NVKQ
4 Bedroom Terraced Duplex,Ikate Lekki Lagos,"₦ 260,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-9NVQM
5 Bedroom Detached Duplex,Orchid Lekki Lagos,"₦ 650,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-orchid-lekki-lagos-0NWVJ
4 Bedroom Terrace Duplex,Orchid Lekki Lagos,"₦ 120,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-3NWXL
4 Bedroom Semi Detached Duplex,Ado Road Ajah Lagos,"₦ 155,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ado-road-ajah-lagos-0NVKQ
4 Bedroom Terrace Duplex,Orchid Lekki Lagos,"₦ 130,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-orchid-lekki-lagos-8NVXL
3 Bedroom Apartment,Orchid Lekki Lagos,"₦ 110,000,000",3,3,https://propertypro.ng/property/3-bedroom-house-for-sale-orchid-lekki-lagos-1NVXM
4 Bedroom Semi Detached Duplex With Bq,Ologolo Lekki Lagos,"₦ 135,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-8NVFW
Contemporary 5 Bedroom Detached Duplex With Bq,Chevron Lekki Lagos,"₦ 600,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-chevron-lekki-lagos-7NRBY
4 Bedroom Semi Detached Duplex With Bq,Ologolo Lekki Lagos,"₦ 200,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-6NVFV
4 Bedroom Semi Detached Duplex With Bq,Ologolo Lekki Lagos,"₦ 190,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ologolo-lekki-lagos-4NVFW
6000sqm Land,Oniru Victoria Island Lagos,"₦ 7,500,000,000",0,0,https://propertypro.ng/property/land-for-sale-oniru-victoria-island-lagos-4MTBU
1000 Sqm Of Residential,Ologolo Lekki Lagos,"₦ 300,000/sqm",0,0,https://propertypro.ng/property/land-for-sale-ologolo-lekki-lagos-2NXHW
Land,Mojisola Onikoyi Estate Ikoyi Lagos,"₦ 3,000,000/sqm",0,0,https://propertypro.ng/property/land-for-sale-mojisola-onikoyi-estate-ikoyi-lagos-6NXHV
2 Bedroom Apartments In Lekki,Lekki Phase 1 Lekki Lagos,"₦ 250,000,000",2,2,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-6NWTW
"1,286 Prime Residential Land",Orchid 2nd Toll Gate Lekki Lagos,"₦ 500,000,000",0,0,https://propertypro.ng/property/land-for-sale-orchid-2nd-toll-gate-lekki-lagos-8NXHW
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 305,000,000",2,0,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-6NWZR
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 280,000,000",2,0,https://propertypro.ng/property/2-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-0NWZH
2 Bedroom Apartment,Ikate Lekki Lagos,"₦ 130,000,000",2,0,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-ikate-lekki-lagos-2MTAA
5 Bedroom Semi Detached Duplex With Bq,Lekki Phase 1 Lekki Lagos,"₦ 800,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-7NWZU
1000 Square Meters (fully Fenced & Gated In Ikoyi,Ikoyi Lagos,"₦ 1,700,000,000",0,0,https://propertypro.ng/property/land-for-sale-ikoyi-lagos-1NYRM
4 Bedroom Terrace Duplex With Bq,Ikate Lekki Lagos,"₦ 250,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-ikate-lekki-lagos-3NWZU
3500sqm Land,Old Ikoyi Ikoyi Lagos,"₦ 3,000,000,000",0,0,https://propertypro.ng/property/land-for-sale-old-ikoyi-ikoyi-lagos-1MTBV
5 Bedroom Flat,Lekki Conservation Lekki Phase 2 Lekki Lagos,"₦ 700,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-conservation-lekki-phase-2-lekki-lagos-7NWWJ
3 Bedroom Apartment,Osapa London Lekki Lagos,"₦ 185,000,000",3,0,https://propertypro.ng/property/3-bedroom-house-for-sale-osapa-london-lekki-lagos-2NWZP
Luxury 4 Bedroom Maisonette,Banana Island Ikoyi Lagos,"₦ 2,500,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-banana-island-ikoyi-lagos-1NXBQ
Executive 4 Bedroom Duplex,Ikoyi Gerard Road Ikoyi Lagos,"₦ 1,200,000,000",4,4,https://propertypro.ng/property/4-bedroom-house-for-sale-ikoyi-gerard-road-ikoyi-lagos-2NSHE
Executive Standard 4 Bedroom Semi Detached Duplex,Chevron Alternative Route Chevron Alternative Route Lekki Lagos,"₦ 140,000,000",4,5,https://propertypro.ng/property/4-bedroom-house-for-sale-chevron-alternative-route-chevron-alternative-route-lekki-lagos-6NWHX
6 Bedroom Fully Detached Duplex,Ikoyi Lagos,"₦ 2,300,000,000",6,0,https://propertypro.ng/property/6-bedroom-house-for-sale-ikoyi-lagos-0NWJJ
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 250,000,000",2,0,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-4NVZL
Newly Built 5 Bedroom Detached Duplex,Enugu Enugu,"₦ 280,000,000",5,5,https://propertypro.ng/property/5-bedroom-house-for-sale-enugu-enugu-8NWAA
4 Bedroom Semi Detached Duplex With Bq,Osapa London Lekki Lagos,"₦ 320,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-osapa-london-lekki-lagos-1NWJJ
1 Bedroom Apartment,Chevron Lekki Lagos,"₦ 90,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-chevron-lekki-lagos-4NWRK
4 Bedroom Maisonette House,Lekki Phase 1 Lekki Lagos,"₦ 450,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-7NWMZ
5 Bedroom Terraced Duplex With Bq/pool,Ikate Lekki Lagos,"₦ 350,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-ikate-lekki-lagos-3NVZJ
5 Bedroom Fully Detached Duplex With Bq,Lekki Phase 1 Lekki Lagos,"₦ 750,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-lekki-phase-1-lekki-lagos-0NVZL
5 Bedroom Duplex,Ikoyi Lagos,"₦ 3,500,000,000",5,0,https://propertypro.ng/property/5-bedroom-house-for-sale-ikoyi-lagos-4NVTZ
2 Bedroom Apartment,Victoria Island Lagos,"₦ 300,000,000",2,0,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-victoria-island-lagos-0NWJK
2 Bedroom Apartment With Pool/gym,Lekki Lagos,"₦ 125,000,000",2,0,https://propertypro.ng/property/2-bedroom-flat-apartment-for-sale-lekki-lagos-8NWJJ
6 Bedroom Detached Duplex,Vgc Lekki Lagos,"₦ 850,000,000",6,0,https://propertypro.ng/property/6-bedroom-house-for-sale-vgc-lekki-lagos-8NWEF
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,"₦ 380,000,000",3,0,https://propertypro.ng/property/3-bedroom-flat-apartment-for-sale-lekki-phase-1-lekki-lagos-2NWJJ
4 Bedroom Maisonette With Bq,Ikoyi Lagos,"₦ 2,300,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-ikoyi-lagos-8NWJH
2 Units Of 4 Bedroom Semi Detached Duplex With Bq,Ogudu Lagos,"₦ 245,000,000",0,0,https://propertypro.ng/property/house-for-sale-ogudu-lagos-9MXPW
4 Bedroom Fully Detached Duplex With Bq,Vgc Lekki Lagos,"₦ 230,000,000",4,0,https://propertypro.ng/property/4-bedroom-house-for-sale-vgc-lekki-lagos-7NWYA
